population,households,median_income,median_house_value,total_bedrooms,latitude,longitude,housing_median_age,,,
1027,340,48750,141000,499,35.657679200000004,-79.5712369,45,,,
1370,494,31667,84000,602,35.8500035,-79.5870506,47,,,
1473,640,43611,121800,732,35.836155600000005,-79.5489405,32,,,
1155,560,37250,139700,620,35.8869683,-79.597937,35,,,
775,266,51707,150000,434,35.8490818,-79.6231518,40,,,
1210,527,64583,150600,588,35.71616289999999,-79.8321514,55,,,
768,372,44357,89300,440,35.825987,-79.8109768,38,,,
658,220,22065,95900,274,35.6912216,-79.8409738,63,,,
2480,983,80474,253600,1095,35.7360115,-79.8470819,33,,,
1893,841,25740,107100,982,35.8193708,-79.8048606,52,,,
2346,1010,42351,106900,1076,35.9045403,-79.9656115,40,,,
769,455,36350,97200,490,35.9117059,-79.9598034,30,,,
2279,852,38667,113500,887,35.6682901,-79.8256322,40,,,
1107,610,33013,89900,693,35.705066200000005,-79.8260399,32,,,
2653,914,44194,122600,1155,35.688108899999996,-79.7614051,39,,,
1776,721,60960,119800,761,35.6591386,-79.6962914,32,,,
902,352,54167,179900,374,35.9005991,-80.0038292,32,,,
1879,752,57548,148200,879,35.8870794,-80.0262457,36,,,
1377,517,44702,155100,565,35.7699388,-79.6307233,42,,,
1466,657,52578,162500,674,35.7659417,-79.5764918,36,,,
642,238,33910,,238,35.8653342,-80.0268042,35,,,
2275,940,26386,113300,1059,35.7427804,-79.7874862,40,,,
933,392,43250,114100,428,35.563856200000004,-80.0190812,21,,,
1794,652,55208,105100,825,35.654915,-80.0053696,28,,,
1920,788,45879,110100,831,35.56347279999999,-79.7094723,27,,,
1667,651,44276,93500,684,35.5417015,-79.7896302,37,,,
2387,836,30705,93300,1025,35.659411799999994,-79.7996557,30,,,
819,346,49519,97500,417,35.6733552,-79.8141487,58,,,
916,513,38074,107800,562,35.6945045,-79.8086428,59,,,
529,291,,81900,369,35.7124426,-79.8181136,40,,,
1336,465,24297,108200,593,35.71890629999999,-79.6201226,43,,,
1783,740,30875,77800,803,35.868249299999995,-79.7822801,33,,,
2783,1011,59228,154500,1209,35.8881018,-79.7391965,25,,,
2340,901,66201,127000,950,35.849520399999996,-79.6759988,28,,,
2166,872,61429,135800,955,35.8212944,-79.7796953,24,,,
1446,639,54732,117100,740,35.859356,-80.0032218,36,,,
852,277,23854,73100,298,35.8282657,-80.0035231,28,,,
631,265,55847,146700,277,35.908395500000005,-79.953558,27,,,
2419,944,78704,205100,944,35.903419899999996,-79.9366041,18,,,
1013,354,60000,140200,404,35.8500646,-79.9666433,36,,,
2132,684,64844,129400,753,35.8782779,-79.964166,36,,,
1575,554,23833,91800,792,35.7102186,-79.7969773,45,,,
2091,763,37257,75100,769,35.757700299999996,-79.8136336,25,,,
1940,813,37168,137000,837,35.78752120000001,-79.8852411,26,,,
1098,477,47041,115300,524,35.7912205,-79.847501,30,,,
1263,484,69583,178200,628,35.802800899999994,-80.0282389,20,,,
1259,461,41338,132300,461,35.7868279,-79.987081,23,,,
918,389,31715,140100,418,35.8271878,-79.8774273,25,,,
2792,1061,54909,112000,1081,35.8547177,-79.9168768,41,,,
1670,650,58529,127200,727,35.826102299999995,-79.9176233,39,,,
1934,805,42531,109300,883,35.8991356,-79.8981151,37,,,
2022,882,55233,121600,947,35.8696535,-79.8157701,31,,,
1152,334,51250,79300,343,35.7236347,-79.7784038,44,,,
2820,1066,54464,144800,1162,35.6917222,-79.9032555,32,,,
1450,680,25658,140900,784,35.7013369,-79.8199181,43,,,
1348,562,36855,104400,610,35.9134027,-79.9853519,43,,,
2733,1019,51645,115000,1059,35.6964974,-79.700823,26,,,
1172,541,29665,71800,553,35.91448629999999,-80.0231872,53,,,
1469,605,31021,106400,767,35.7323912,-79.8176658,47,,,
1370,557,59250,156100,600,35.8089308,-79.6260344,25,,,
1542,528,45000,91400,670,35.7116624,-79.658544,50,,,
3484,1348,35102,88400,1505,35.7573394,-79.7987534,27,,,
3233,1238,40446,114700,1326,35.5800896,-79.8783724,31,,,
2766,1078,53824,167100,1151,35.620536200000004,-79.7784085,28,,,
1392,572,46094,133000,630,35.684522799999996,-79.8024641,41,,,
699,257,51328,115900,257,35.723910100000005,-79.8011775,40,,,
2585,1031,44858,116100,1118,35.752819099999996,-79.9330436,25,,,
2348,957,52620,112200,1046,35.7271361,-79.9963213,27,,,
1014,437,70990,130400,437,35.8025461,-79.9462401,26,,,
2131,796,43466,120700,866,35.8738209,-79.8774209,30,,,
1693,633,61131,182900,738,35.8516252,-79.7505441,24,,,
3681,1247,40554,117100,1291,35.7838685,-79.7968141,25,,,
2906,1036,70481,160300,1085,35.8365652,-80.0401642,20,,,
1993,841,61853,126100,841,35.8902056,-79.9521306,37,,,
523,226,34766,139300,267,35.8869357,-79.9820197,43,,,
745,263,31696,96700,312,34.9403695,-79.773887,48,,,
1438,584,30625,63200,633,34.8343136,-79.6939328,29,,,
1896,826,25608,69200,881,34.9066234,-79.6428169,34,,,
789,362,22333,105900,487,34.939808,-79.7611924,56,,,
1185,520,36078,49200,597,34.869507,-79.7466981,30,,,
1111,479,37013,94600,496,34.889798799999994,-79.7239834,37,,,
1334,579,42928,98900,579,34.892652899999995,-79.7115103,67,,,
1006,451,39306,63700,492,34.8438599,-79.8325564,39,,,
685,268,28043,57700,294,34.9182302,-79.7874915,44,,,
750,261,20156,91200,261,34.9061302,-79.7730536,58,,,
892,456,28689,77000,577,34.9620206,-79.7906899,41,,,
681,241,,51300,324,34.937222799999994,-79.8351694,33,,,
455,242,24583,60300,280,34.9634559,-79.7734132,46,,,
1406,613,43101,90300,717,34.9953303,-79.7536563,42,,,
661,242,74750,128300,272,34.9566266,-79.7402485,53,,,
1115,453,49735,99500,540,34.9483009,-79.7428335,52,,,
2396,735,62917,170800,748,34.995935700000004,-79.6631461,26,,,
493,191,47639,,262,35.0622656,-79.6316618,49,,,
863,294,30655,80600,559,34.8905321,-79.6971534,60,,,
1812,693,25553,62100,854,34.9078294,-79.6954324,40,,,
484,245,13728,91000,245,34.9312774,-79.7574158,57,,,
821,304,28438,,398,34.92984439999999,-79.7786383,59,,,
483,182,,71500,208,34.92034879999999,-79.7704356,64,,,
963,392,23372,52000,448,34.9136242,-79.7617415,57,,,
1476,710,42553,101200,962,35.135630600000006,-79.7406625,40,,,
1920,772,54138,76600,843,35.07386760000001,-79.7253942,32,,,
1460,378,27159,51200,455,35.039441700000005,-79.4932374,22,,,
1047,446,24000,55000,542,34.8682199,-79.6965562,34,,,
841,323,67679,177300,323,34.949641899999996,-79.7621258,53,,,
949,380,51563,116600,451,34.8779802,-79.7161349,55,,,
483,164,34831,75900,180,34.9044448,-79.7324287,42,,,
598,305,42131,76100,326,34.885188799999995,-79.7787843,48,,,
1873,847,46448,81000,982,34.892142,-79.8324547,42,,,
696,344,42176,83600,464,34.981071,-79.8188435,33,,,
1104,497,39063,88600,526,34.961207200000004,-79.7508298,46,,,
1708,638,63710,96700,638,34.9387591,-79.6459562,25,,,
2514,1053,25987,63100,1125,34.9209435,-79.7271948,30,,,
652,378,18444,65700,433,34.907527200000004,-79.7541955,44,,,
1413,584,36500,70200,660,35.093607399999996,-79.872323,32,,,
1111,424,50203,115200,454,34.9591567,-79.7155751,27,,,
880,427,18843,88100,552,34.9233809,-79.7578085,41,,,
2666,882,48839,81200,942,34.686444,-78.8673414,27,,,
1227,500,19464,46200,541,34.509093,-79.0844645,44,,,
1355,616,34135,70000,769,34.4726344,-79.1474968,36,,,
949,421,25694,56500,493,34.4519369,-79.1197796,41,,,
3092,997,25444,41700,1168,34.803956400000004,-79.1406581,30,,,
1371,495,23006,45200,599,34.804413000000004,-79.2060293,45,,,
943,366,28571,79300,495,34.803701700000005,-79.1767833,47,,,
1287,472,,104000,584,34.8214661,-79.2123651,50,,,
1041,396,24483,69000,508,34.6189217,-78.9393986,36,,,
1657,602,40802,93300,664,34.555306099999996,-78.886787,28,,,
1016,432,47708,78100,477,34.5180761,-78.9157154,29,,,
548,234,22500,85000,270,34.5467063,-79.338636,52,,,
1175,470,35833,85000,519,34.517654799999995,-79.2671786,44,,,
1258,440,27619,58200,546,34.4420822,-79.2108562,32,,,
427,161,30938,64000,236,34.6166409,-79.0053447,62,,,
1018,360,30658,98500,435,34.6251816,-79.0098006,67,,,
842,257,25917,28800,307,34.6148267,-78.9942211,63,,,
795,299,30536,61300,346,34.575581899999996,-79.0873405,36,,,
1578,598,22031,78100,685,34.7374028,-79.3556802,41,,,
870,249,33603,64500,296,34.7079278,-79.3226759,35,,,
1141,389,30304,58200,484,34.648061600000005,-79.3973706,26,,,
2108,749,30273,62100,851,34.6445602,-79.3330597,31,,,
1318,527,41250,106100,620,34.6312879,-79.0171144,61,,,
807,298,48333,148000,320,34.6386493,-79.013737,52,,,
843,361,23359,81900,385,34.618744899999996,-78.9840409,39,,,
3333,1088,31971,66300,1179,34.8344799,-78.9248107,26,,,
1439,639,47250,91900,699,34.8366723,-79.0063417,43,,,
1291,363,37303,76100,441,34.8310184,-78.9647299,30,,,
1169,423,33831,69200,423,34.780407000000004,-78.9924935,38,,,
1295,505,35777,77100,571,34.9201162,-79.0285249,32,,,
1796,746,30565,70200,923,34.880281,-79.0740846,31,,,
1749,578,33167,62600,670,34.645861,-79.1068145,31,,,
2219,721,35718,69400,746,34.6674838,-79.0867542,25,,,
2101,755,33932,69000,844,34.894651,-78.9887482,27,,,
2527,842,37692,48800,961,34.7998471,-79.0585043,30,,,
2385,777,32465,57000,877,34.8123292,-79.2992531,30,,,
1827,598,65185,81300,686,34.7630105,-79.2422096,32,,,
1850,602,59375,89100,674,34.7254254,-79.2609517,36,,,
1489,496,38250,80300,549,34.7458527,-79.1927923,28,,,
2263,776,37000,76900,811,34.7457633,-79.1303327,31,,,
2091,702,42083,80500,787,34.7078138,-79.21836,33,,,
1628,565,37063,109200,628,34.692510600000006,-79.168279,26,,,
1454,218,42500,128900,243,34.692607,-79.2093037,32,,,
1900,595,19798,86100,661,34.681079499999996,-79.1831746,40,,,
1808,644,43250,93500,693,34.64715,-79.158717,31,,,
1554,492,37407,70700,560,34.7401485,-79.0285484,31,,,
1875,675,54602,119700,771,34.6782811,-79.0191001,31,,,
773,250,45690,,258,34.6865097,-79.0677019,22,,,
1492,242,21563,48100,345,34.596707,-79.0484314,36,,,
846,304,20313,59300,492,34.611709000000005,-79.0600533,51,,,
819,252,15000,51900,389,34.614737299999994,-79.0275861,44,,,
1633,554,27024,66800,806,34.5919063,-78.9997035,44,,,
3510,1328,61905,194700,1463,34.6871989,-78.9836236,28,,,
1174,455,82788,222900,510,34.646024100000005,-79.0070311,40,,,
1734,568,19271,107000,641,34.644691200000004,-78.989447,30,,,
1156,385,36550,106300,414,34.6283296,-78.973698,38,,,
734,303,20121,,320,34.6127417,-78.9672824,27,,,
1263,474,32632,66300,535,34.4943848,-78.9744468,28,,,
2464,844,38788,68700,922,34.5135915,-79.0419586,29,,,
536,233,26250,66500,287,34.4399485,-79.0048754,45,,,
3823,1093,36139,64400,1248,34.6497964,-79.2302012,30,,,
2589,830,33578,73900,870,34.589620700000005,-79.1859267,33,,,
824,293,48313,100000,352,34.5329154,-79.1925196,34,,,
1163,407,38375,61000,480,34.551140999999994,-79.1138954,31,,,
1682,609,34950,74900,729,34.7409906,-78.9163636,27,,,
1299,520,28409,82500,673,34.4984013,-79.1456289,61,,,
1455,538,56452,71300,647,34.625520200000004,-78.8706621,34,,,
770,301,24844,54400,358,34.5685056,-79.3034942,44,,,
1154,446,27500,67700,508,34.3898542,-79.1423078,41,,,
602,239,39519,116000,286,34.6337128,-79.0040373,65,,,
1251,407,30739,45000,491,34.5954386,-78.9763282,55,,,
1562,565,38160,76800,635,34.621181299999996,-78.9931217,56,,,
864,279,41467,68000,326,34.628994399999996,-78.9942935,56,,,
1401,512,24444,67400,739,34.7356169,-79.3251575,50,,,
810,263,33264,78300,302,34.7880477,-78.9455692,37,,,
1185,455,21806,65500,525,34.8001059,-78.9655936,53,,,
2835,1002,27279,58400,1071,34.6983314,-79.1225126,27,,,
1544,505,19583,95500,576,34.6772349,-79.2139007,41,,,
2438,671,33185,67000,762,34.7140115,-79.0563163,30,,,
2463,850,40405,82900,936,34.6532583,-79.0435815,28,,,
422,102,,73500,163,34.6196885,-79.0223036,43,,,
1242,391,49271,92600,442,34.663016799999994,-78.9497153,27,,,
800,190,33065,,220,34.6434268,-78.9716259,25,,,
2581,907,36382,63400,1054,34.5554838,-78.9862659,25,,,
1038,422,29815,78200,502,34.3881455,-79.0640649,39,,,
1934,596,26552,64000,689,34.6059416,-79.2603323,35,,,
1877,594,27917,72500,699,34.8471065,-79.1227189,31,,,
1325,419,34926,61400,463,34.76343,-79.2934677,26,,,
1167,557,36581,103900,630,36.2701585,-79.5582762,33,,,
731,433,17417,88500,523,36.3028743,-79.6554223,34,,,
936,397,44395,119900,541,36.5120443,-79.6053109,41,,,
1646,665,52434,109200,730,36.4673912,-79.6023874,44,,,
1615,544,57083,135000,678,36.5015593,-79.8430507,34,,,
1155,508,49722,112000,622,36.513348799999996,-79.92443,32,,,
765,362,42875,89200,432,36.481224,-79.7763427,58,,,
771,346,40263,94700,488,36.4896064,-79.7710436,65,,,
822,397,43507,135500,518,36.3398156,-79.9497002,39,,,
2524,994,43813,150400,1100,36.2832575,-79.9691798,26,,,
1483,549,39361,104500,623,36.348043700000005,-79.9881241,34,,,
1723,749,41417,120000,875,36.3910354,-79.9700192,56,,,
2300,893,27873,104400,930,36.2740792,-79.62041,31,,,
854,394,32833,91800,513,36.3313952,-79.6260498,48,,,
944,500,40556,92900,595,36.4976449,-79.7500154,44,,,
1552,498,50290,96100,581,36.4239012,-79.5639327,27,,,
706,266,58409,138500,361,36.4702636,-79.5466209,37,,,
1370,542,46625,94300,641,36.50790670000001,-79.7345181,42,,,
956,468,23403,69200,565,36.495765999999996,-79.7733863,73,,,
1155,574,26810,84400,601,36.500986600000005,-79.7844871,50,,,
634,241,40729,86600,241,36.4121349,-79.9441032,44,,,
959,445,24596,82700,463,36.4131802,-79.9670552,60,,,
2258,909,65361,167100,944,36.3205829,-79.8650849,32,,,
677,270,37177,115400,293,36.3881907,-79.7334794,53,,,
1344,561,66042,158500,589,36.403185,-79.703568,32,,,
1069,416,,153000,429,36.4656035,-79.6951714,43,,,
1695,723,28369,82000,901,36.49780620000001,-79.6973747,62,,,
1181,484,28409,54900,626,36.5151299,-79.7012538,69,,,
1859,629,73523,137000,664,36.282098100000006,-79.9189246,26,,,
1884,648,58810,146800,746,36.373069,-79.760962,40,,,
839,374,31500,67000,548,36.358308799999996,-79.6652781,65,,,
1538,660,35763,101200,837,36.3732828,-79.6861988,45,,,
1218,428,40066,55200,588,36.3687706,-79.6546031,57,,,
1159,486,29643,,818,36.505634,-79.7657477,2018,,,
1296,463,25662,102300,650,36.5194493,-79.7816517,46,,,
830,303,53229,93400,461,36.449221,-79.919546,43,,,
1990,759,46895,124200,803,36.4616739,-79.8675806,37,,,
1504,636,81774,153600,838,36.423639200000004,-79.8718402,34,,,
586,232,50833,100500,314,36.492539,-80.0030095,37,,,
1258,391,58906,99700,491,36.460171100000004,-79.9673128,40,,,
1861,706,49054,85400,857,36.388484000000005,-80.0185582,46,,,
698,405,24107,108700,444,36.4352035,-79.9724606,43,,,
1347,649,65268,159400,790,36.3252917,-79.6781382,36,,,
1843,803,43125,138800,980,36.3447125,-79.6741542,64,,,
2438,1083,26336,112100,1125,36.3402094,-79.6902843,40,,,
1305,503,58008,129900,619,36.3043263,-79.6907659,42,,,
584,315,26771,46500,414,36.3472664,-79.6594999,63,,,
1820,731,52321,163900,816,36.2646008,-79.7243037,25,,,
1786,658,70455,268500,722,36.291472799999994,-79.8192955,20,,,
1457,516,32321,80900,571,36.349512,-79.6460135,57,,,
1389,501,50592,104100,617,36.409654100000004,-79.6610714,51,,,
1125,409,40179,108000,502,36.4846304,-79.8968961,49,,,
1364,460,51378,120900,530,36.4867914,-79.8002704,44,,,
1294,413,88125,,465,36.2956845,-80.006574,18,,,
1340,551,53964,159400,702,36.336873499999996,-79.7648824,38,,,
1429,681,25797,66100,768,36.368579,-79.6719124,68,,,
1928,743,49063,77200,786,36.5264821,-79.7398699,42,,,
1840,722,34125,55000,804,36.5323111,-79.7614406,66,,,
1757,681,46696,99000,925,36.3293462,-79.5765486,31,,,
686,262,46548,98900,308,36.388803100000004,-79.6127135,34,,,
1197,651,38221,182400,785,36.4924625,-79.7310591,40,,,
1437,608,29545,89700,770,36.5256852,-79.812072,33,,,
1262,529,30750,79300,564,36.409677,-79.9759854,59,,,
1525,623,54712,116100,735,36.3669704,-79.88608,33,,,
891,347,59583,160800,383,36.4558382,-79.7494572,57,,,
1420,619,54543,114600,679,36.4392706,-79.7865095,43,,,
1048,477,40647,73300,504,36.513540500000005,-79.6640794,49,,,
1003,384,52206,124600,491,36.29412670000001,-79.7425165,38,,,
1243,477,63568,133900,530,36.423013700000006,-79.7533224,40,,,
1325,467,85536,231800,576,35.7094473,-80.474001,45,,,
1553,531,42031,132500,671,35.7144994,-80.4449946,44,,,
1108,518,17500,111400,574,35.664217,-80.4598253,49,,,
1163,508,36855,87900,508,35.657365999999996,-80.4520272,49,,,
1256,563,90087,302900,700,35.6858881,-80.4606115,49,,,
1759,312,50000,91100,375,35.6860498,-80.4878334,49,,,
529,345,36932,216700,449,35.665194299999996,-80.4784103,69,,,
2102,1010,26944,114500,1044,35.6635494,-80.4904217,74,,,
2027,666,66630,179000,812,35.6103214,-80.4494166,26,,,
1121,435,55382,140300,535,35.6243812,-80.4433013,36,,,
1101,457,37450,103600,609,35.6482848,-80.4637976,50,,,
2805,1200,46316,127600,1286,35.6372168,-80.4761709,19,,,
1607,510,38833,68200,540,35.681531899999996,-80.5311336,23,,,
2553,876,59375,129500,1060,35.6797875,-80.664364,29,,,
2019,829,45461,179900,941,35.6875901,-80.3576604,34,,,
1541,604,80573,240300,664,35.64882539999999,-80.3467654,33,,,
841,321,71123,142300,453,35.538031700000005,-80.6288202,58,,,
2404,917,61549,148200,958,35.529129499999996,-80.5555563,39,,,
1997,749,47321,92200,809,35.5191559,-80.5958527,65,,,
1240,405,39432,150500,554,35.50804229999999,-80.5832079,24,,,
876,338,50000,159200,338,35.5528482,-80.6104338,59,,,
1384,589,51783,102700,631,35.5440648,-80.6034836,62,,,
1460,543,33286,91100,652,35.6750489,-80.4792269,47,,,
1577,560,58000,124300,560,35.5456825,-80.3972111,37,,,
2154,842,42976,113600,1015,35.538208000000004,-80.4423601,25,,,
1756,679,51159,,768,35.5210055,-80.3795304,27,,,
767,327,61875,131500,333,35.584269299999995,-80.4658957,42,,,
1834,825,41514,129600,964,35.5222359,-80.4999877,26,,,
2193,810,46071,95700,1030,35.5505826,-80.4761887,29,,,
1479,624,66974,135300,751,35.7519391,-80.595055,23,,,
2392,891,56760,143500,1002,35.579623100000006,-80.5248432,38,,,
1489,433,44219,105100,591,35.6182717,-80.5065152,38,,,
2162,712,66667,202800,784,35.6481158,-80.5335182,26,,,
1562,679,45313,131400,894,35.65269620000001,-80.5105072,17,,,
1340,525,50268,93700,568,35.5625678,-80.5812024,60,,,
2307,926,46143,192400,1000,35.5912626,-80.6010279,28,,,
2045,652,36500,111600,740,35.586978,-80.5695845,47,,,
589,230,59514,,230,35.5672924,-80.5942331,32,,,
2587,1133,22144,108200,1266,35.693435,-80.5218396,29,,,
975,495,53570,107400,536,35.6875929,-80.5029227,51,,,
608,345,59602,141000,425,35.7098127,-80.5081832,22,,,
1066,345,84125,146000,345,35.7045405,-80.5298203,41,,,
952,343,20536,81400,455,35.6798205,-80.4299012,52,,,
694,211,48875,107700,282,35.696141,-80.4117915,62,,,
569,198,42727,122300,297,35.6647652,-80.4148915,43,,,
711,255,55015,91400,255,35.6926155,-80.4304041,59,,,
835,340,37311,124400,517,35.7114213,-80.4176305,49,,,
894,322,61250,81400,373,35.6862952,-80.4406482,51,,,
689,272,39500,91800,304,35.6974629,-80.4403759,2018,,,
2487,877,41952,109400,983,35.6376782,-80.5606794,28,,,
1979,471,63393,101000,520,35.6086075,-80.5496771,33,,,
2271,636,72798,117700,726,35.616780600000006,-80.5734081,25,,,
1058,511,46534,143300,634,35.718299200000004,-80.5600763,19,,,
979,374,54352,178800,407,35.732502200000006,-80.5239755,25,,,
2034,757,31911,72400,886,35.516105200000005,-80.6229367,49,,,
954,354,,108500,354,35.5071792,-80.6287281,2018,,,
578,238,69722,116200,309,35.5124533,-80.6398711,32,,,
1537,583,39363,133500,679,35.529145299999996,-80.6694984,44,,,
1604,629,36992,104800,725,35.5157335,-80.6546013,50,,,
2417,829,44704,112500,947,35.5240265,-80.7180474,28,,,
719,285,57902,154800,339,35.5600853,-80.7204659,50,,,
1768,529,61583,106800,557,35.547313,-80.6804287,41,,,
2275,771,63750,185600,920,35.6161944,-80.6378934,25,,,
2199,788,61929,136500,930,35.595169899999995,-80.6919428,29,,,
1543,562,66818,131000,639,35.7561402,-80.6676169,27,,,
672,227,,235700,302,35.667033700000005,-80.4692024,2018,,,
766,303,35801,99300,414,35.6575246,-80.495797,61,,,
1252,596,50982,139400,781,35.5754149,-80.3742246,40,,,
2469,1012,61635,147000,1086,35.5962321,-80.4082702,31,,,
704,298,43438,156400,435,35.579634000000006,-80.2994769,35,,,
654,238,37188,80600,386,35.5552439,-80.3232522,38,,,
1908,740,44714,135200,824,35.7504885,-80.48269,39,,,
2137,753,54617,149800,795,35.6467123,-80.435483,34,,,
673,261,,134100,308,35.687125099999996,-80.4768176,59,,,
1111,411,46914,150000,490,35.5940657,-80.4438917,36,,,
1255,433,58264,151400,510,35.5825771,-80.446752,33,,,
1270,411,,96100,487,35.656307299999995,-80.4770342,69,,,
1929,825,58750,197500,861,35.677964700000004,-80.5654042,40,,,
2049,804,46786,118300,925,35.6785363,-80.7395193,34,,,
838,322,46875,214800,588,35.6085503,-80.276713,32,,,
2091,821,53036,119500,956,35.5660131,-80.6306161,44,,,
2111,741,45066,84500,785,35.508742,-80.6074014,64,,,
1747,566,67344,148800,719,35.56482329999999,-80.5536795,41,,,
977,470,75278,173900,470,35.700911,-80.5000283,29,,,
772,271,34750,74700,375,35.67318770000001,-80.445957,44,,,
1057,481,51952,100200,738,35.7897433,-80.5861475,42,,,
1562,629,47591,97000,888,35.6761359,-80.4606482,76,,,
1566,512,42115,85200,626,35.5282496,-80.6206615,48,,,
1533,245,18854,82400,421,35.6745751,-80.4940087,58,,,
1961,723,50375,114300,924,35.560154499999996,-80.4133511,43,,,
1302,496,51543,215100,610,35.5992446,-80.4849026,22,,,
1958,650,43125,159700,723,35.8064106,-80.6923794,25,,,
1897,742,42912,134700,742,35.608885799999996,-80.3550875,32,,,
985,459,37117,153000,581,35.5353311,-80.2540429,29,,,
750,359,64263,285300,1092,35.4178809,-82.1554374,27,,,
756,320,43452,114700,388,35.3435255,-81.9458723,27,,,
408,158,,83400,293,35.3727264,-81.949631,74,,,
847,505,47940,121900,505,35.3537167,-81.9647967,33,,,
1432,483,38036,133700,685,35.39678060000001,-81.944391,45,,,
710,332,39219,141300,529,35.3433083,-81.8558314,64,,,
778,475,45625,165800,608,35.361996500000004,-81.8948878,32,,,
1455,493,23466,82900,548,35.35187929999999,-81.8717198,45,,,
568,209,66094,155400,263,35.3677498,-81.8698975,44,,,
1864,668,54853,172400,750,35.2970972,-81.9866377,32,,,
2014,873,57519,159300,1105,35.4211151,-81.9881499,27,,,
1575,507,45625,134100,652,35.3780886,-82.0630125,28,,,
1456,505,47969,125300,551,35.436898600000006,-82.0590377,27,,,
664,313,60938,269000,765,35.4771959,-82.1617046,31,,,
795,324,,124000,324,35.380370899999996,-81.7306023,41,,,
2129,782,46579,88100,852,35.3393371,-81.7391417,35,,,
952,389,,74200,653,35.3196739,-81.770938,33,,,
2824,1046,43828,72800,1170,35.29146779999999,-81.8081527,56,,,
895,290,45192,79500,352,35.2858528,-81.7604218,41,,,
578,208,43510,96000,376,35.2519894,-81.7608681,65,,,
2257,880,38316,80000,986,35.2329711,-81.8245898,37,,,
1315,426,43767,128800,600,35.2969385,-81.8360337,48,,,
1247,531,,,629,35.279898200000005,-81.8474441,36,,,
1585,499,38494,107200,512,35.2972439,-81.8665703,36,,,
1050,468,28634,,547,35.339082700000006,-81.8909411,47,,,
1020,455,,133100,472,35.324386700000005,-81.8450855,60,,,
615,201,22361,91500,336,35.3272329,-81.8678553,59,,,
1350,497,53750,89100,720,35.3497669,-81.9238476,61,,,
940,323,,79400,414,35.369355,-81.9091342,58,,,
2461,991,30790,114100,1351,35.505571200000006,-81.8730208,33,,,
1794,747,55578,136000,828,35.5062155,-81.7542138,25,,,
1057,438,53286,113000,514,35.4137833,-81.8227511,50,,,
1598,626,41154,121000,790,35.231401399999996,-81.9068768,29,,,
1131,446,58542,119300,503,35.2885863,-81.891537,38,,,
1156,461,54402,196300,544,35.355931899999995,-81.9755508,27,,,
1562,730,49054,151400,857,35.371623,-81.9871518,45,,,
633,304,24348,79200,391,35.3663386,-81.8335103,32,,,
2023,752,48452,172800,876,35.321800599999996,-81.9555947,35,,,
2117,887,35509,147400,1173,35.4955066,-82.0541862,36,,,
632,291,57708,344100,957,35.4873921,-82.2112383,33,,,
1690,730,36250,111300,958,35.3672295,-81.7958888,44,,,
944,347,21319,128500,548,35.3314931,-81.8075614,29,,,
564,250,52813,219600,702,35.4243156,-82.2346056,33,,,
1610,559,39946,65500,700,35.2569259,-81.7966471,51,,,
839,325,37125,96100,453,35.196984,-81.7977028,38,,,
1703,685,32614,119800,745,35.3269656,-81.9069778,44,,,
1081,591,15912,129800,637,35.3183237,-81.8687187,58,,,
642,348,20172,138700,461,35.3279625,-81.8795868,58,,,
1461,505,27370,71300,598,35.3735211,-81.9269175,48,,,
1928,489,42455,101100,554,35.4180937,-81.8987621,33,,,
2070,732,43947,111100,837,35.2654151,-81.9205836,34,,,
1007,592,33500,,621,35.37273629999999,-81.9605692,43,,,
525,227,42083,46700,261,34.860733,-78.223388,25,,,
1747,542,42800,82600,685,35.064809999999994,-78.4830454,34,,,
1975,682,31280,99400,711,35.02627879999999,-78.4099337,41,,,
1285,498,54352,125000,552,34.9819003,-78.424468,30,,,
1041,468,28942,94700,526,34.9193255,-78.2968794,22,,,
1061,407,37109,88800,433,34.99231939999999,-78.3254845,47,,,
1454,416,32037,92400,462,34.9804911,-78.3287993,42,,,
1685,540,34531,78100,649,34.8114591,-78.4274156,28,,,
1087,441,34740,114400,502,34.9079531,-78.4421566,27,,,
2167,954,42921,78300,1048,34.9938025,-78.5933044,31,,,
594,218,66250,75000,356,34.948255100000004,-78.5368515,44,,,
1018,548,30667,83600,634,35.0016379,-78.538851,39,,,
1227,493,15066,104400,534,34.9953226,-78.3132065,59,,,
2258,728,39605,,793,34.9997008,-78.2599016,29,,,
1885,602,40887,83600,795,35.046478799999996,-78.2927558,28,,,
900,369,31964,114300,393,35.0080047,-78.32031,62,,,
1157,360,31667,115500,451,35.1054906,-78.2124586,30,,,
1252,431,43203,72300,467,35.0970289,-78.3001668,27,,,
1042,329,,132900,516,35.1325119,-78.3293276,36,,,
814,298,45833,,298,35.0411172,-78.1815847,24,,,
1296,563,34345,126500,650,35.2558218,-78.3631439,44,,,
2274,670,67143,98400,772,35.1254528,-78.4302804,36,,,
1449,495,42083,116400,609,35.0425315,-78.3404209,35,,,
495,262,24667,90000,335,35.00556829999999,-78.3282432,62,,,
835,315,14886,76700,342,35.001816299999994,-78.3349382,50,,,
2021,830,46859,94700,951,35.2626792,-78.5301416,26,,,
1893,752,60000,151800,766,35.2329771,-78.559249,26,,,
1064,378,56768,89200,466,35.1565044,-78.5095467,30,,,
2617,814,47885,118100,958,35.1292459,-78.588151,32,,,
1185,497,55956,,724,34.7507503,-78.2483728,25,,,
